t	w1	w2	theta1	theta2
1864	3.16503	2.67396	0.278688	1.27766
1865	3.1627	2.67937	0.274222	1.27124
1866	3.16681	2.67831	0.272408	1.2698
1867	3.16255	2.68238	0.265695	1.2623
1868	3.15741	2.68256	0.264311	1.2619
1869	3.16074	2.68131	0.263279	1.26049
1870	3.16105	2.67809	0.262922	1.26047
1871	3.16035	2.67907	0.26258	1.26008
1872	3.15989	2.68205	0.261965	1.25934
1873	3.16374	2.68144	0.262036	1.25845
1874	3.16471	2.6844	0.263395	1.25976
1875	3.16457	2.68298	0.26345	1.25993
1876	3.1621	2.68443	0.261587	1.25843
1877	3.1666	2.68319	0.260849	1.25623
1878	3.16637	2.6833	0.260788	1.25623
1879	3.16397	2.68695	0.256701	1.25318
1880	3.16502	2.68652	0.256908	1.25297
1881	3.16473	2.68558	0.256917	1.253
1882	3.16781	2.6846	0.256922	1.25169
1883	3.16683	2.67832	0.259025	1.25241
1884	3.16969	2.68218	0.264437	1.25812
1885	3.16925	2.68169	0.264467	1.25818
1886	3.17107	2.68088	0.264148	1.25755
1887	3.16661	2.68395	0.257988	1.25252
1888	3.16584	2.68254	0.258204	1.25279
1889	3.16418	2.68427	0.256616	1.25186
1890	3.16415	2.68327	0.256619	1.25178
1891	3.16295	2.6841	0.255856	1.25147
1892	3.16399	2.68032	0.254628	1.2495
1893	3.16347	2.6782	0.254916	1.24964
1894	3.16711	2.67648	0.253583	1.2469
1895	3.1632	2.68043	0.246275	1.24197
1896	3.16274	2.67888	0.246346	1.24183
1897	3.16356	2.67669	0.245989	1.24052
1898	3.16335	2.6763	0.245936	1.24043
1899	3.16672	2.67342	0.243573	1.23562
1900	3.16559	2.67167	0.243898	1.2356
1901	3.16354	2.66755	0.246424	1.23686
1902	3.15474	2.66865	0.237878	1.2335
1903	3.15384	2.66626	0.238328	1.23358
1904	3.15717	2.66209	0.234203	1.22663
1905	3.15199	2.65976	0.236135	1.23014
1906	3.15131	2.66153	0.23542	1.23026
1907	3.15129	2.65885	0.235434	1.22935
1908	3.14635	2.65655	0.237582	1.23293
1909	3.14288	2.65446	0.239284	1.23533
1910	3.13964	2.65591	0.236629	1.23358
1911	3.14394	2.65894	0.243542	1.23934
1912	3.14014	2.65982	0.241267	1.23803
1913	3.13951	2.66533	0.23971	1.23733
1914	3.13728	2.66603	0.238233	1.2367
1915	3.14069	2.6658	0.239387	1.2364
1916	3.13589	2.66759	0.233698	1.23307
1917	3.13509	2.66573	0.233871	1.23361
1918	3.13446	2.66679	0.233304	1.23334
1919	3.13638	2.66494	0.232853	1.23193
1920	3.13611	2.66749	0.232439	1.23185
1921	3.13768	2.66212	0.229938	1.22772
1922	3.13708	2.66291	0.229446	1.22765
1923	3.13786	2.66041	0.229075	1.22646
1924	3.13825	2.6562	0.228623	1.22474
1925	3.13503	2.65155	0.232789	1.22898
1926	3.14026	2.64385	0.218546	1.2107
1927	3.13695	2.64499	0.215398	1.20981
1928	3.12966	2.64317	0.214608	1.21396
1929	3.12935	2.63954	0.214887	1.21299
1930	3.13078	2.63476	0.212822	1.20816
1931	3.1292	2.63194	0.213858	1.20847
1932	3.1293	2.6263	0.213679	1.20484
1933	3.12981	2.62625	0.213797	1.2048
1934	3.12564	2.62769	0.209879	1.20314
1935	3.12281	2.62998	0.206131	1.20161
1936	3.11933	2.62619	0.209175	1.20455
1937	3.11329	2.62149	0.216296	1.21301
1938	3.1127	2.62117	0.216278	1.21306
1939	3.10614	2.6177	0.222015	1.22111
1940	3.11058	2.61575	0.218405	1.21802
1941	3.11574	2.61622	0.219518	1.21895
1942	3.11792	2.61374	0.217329	1.21668
1943	3.11804	2.61174	0.217234	1.21632
1944	3.11984	2.61266	0.217795	1.21704
1945	3.12381	2.61025	0.21386	1.21289
1946	3.12219	2.61095	0.213351	1.21261
1947	3.11742	2.61443	0.205996	1.20681
1948	3.11643	2.61578	0.205223	1.20662
1949	3.11121	2.61861	0.197063	1.2015
1950	3.10716	2.61701	0.196977	1.20348
1951	3.10919	2.61678	0.197678	1.20326
1952	3.10905	2.61181	0.197887	1.20153
1953	3.10967	2.61337	0.198481	1.20225
1954	3.10372	2.60991	0.202461	1.20884
1955	3.10237	2.60595	0.204133	1.21023
1956	3.105	2.6066	0.205121	1.21088
1957	3.10784	2.60601	0.204766	1.21022
1958	3.10778	2.60838	0.204697	1.21022
1959	3.10684	2.60433	0.205968	1.21082
1960	3.10553	2.60539	0.20527	1.21029
1961	3.10666	2.60086	0.203403	1.2074
1962	3.10475	2.59956	0.204087	1.20818
1963	3.10774	2.60625	0.212295	1.21707
1964	3.10483	2.60496	0.213479	1.21857
1965	3.10292	2.60558	0.213006	1.218
1966	3.10537	2.60626	0.213501	1.21852
1967	3.10783	2.60679	0.213855	1.21895
1968	3.10692	2.60892	0.213113	1.21787
1969	3.10543	2.60848	0.213284	1.21817
1970	3.109	2.60837	0.21305	1.21803
1971	3.1059	2.60731	0.213957	1.21935
1972	3.10392	2.60326	0.216958	1.22241
1973	3.10136	2.60251	0.217848	1.22332
1974	3.1054	2.60661	0.22375	1.22869
1975	3.10698	2.61039	0.225722	1.22967
1976	3.10582	2.6141	0.224245	1.22658
1977	3.11041	2.61194	0.219672	1.22325
1978	3.10558	2.60829	0.225776	1.23011
1979	3.10755	2.60532	0.222945	1.22868
1980	3.10465	2.60665	0.221866	1.22673
1981	3.1055	2.6101	0.222841	1.22668
1982	3.10634	2.6077	0.221911	1.22648
1983	3.10824	2.60289	0.217965	1.22344
1984	3.10971	2.60323	0.217864	1.22357
1985	3.10922	2.60482	0.217642	1.22294
1986	3.1085	2.60132	0.218699	1.22406
1987	3.11172	2.60439	0.221876	1.22729
1988	3.11278	2.60261	0.220869	1.22686
1989	3.11343	2.60238	0.220642	1.22685
1990	3.11316	2.60017	0.220937	1.22733
1991	3.11099	2.60549	0.216911	1.22164
1992	3.11431	2.60383	0.214266	1.21962
1993	3.11163	2.60538	0.212696	1.21792
1994	3.11282	2.60571	0.212783	1.21806
1995	3.11465	2.60242	0.210329	1.21543
1996	3.11253	2.6036	0.209313	1.2145
1997	3.10609	2.597	0.223385	1.22806
1998	3.10359	2.59482	0.226198	1.23068
1999	3.10763	2.59664	0.227143	1.23279
2000	3.10961	2.59389	0.224047	1.23148
